status	model_alias	model_name	offload_gb	profile_id	input_len	output_len	concurrency	run_no	result_file	utc_time
completed	llama	meta-llama/Llama-3.1-8B-Instruct	0	short	128	32	4	2	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc4_run2.json	2026-07-24T15:02:23Z
started	llama	meta-llama/Llama-3.1-8B-Instruct	0	reference	256	64	8	2	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-reference_offload0_conc8_run2.json	2026-07-24T15:02:23Z
completed	llama	meta-llama/Llama-3.1-8B-Instruct	0	reference	256	64	8	2	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-reference_offload0_conc8_run2.json	2026-07-24T15:02:36Z
started	llama	meta-llama/Llama-3.1-8B-Instruct	0	reference	256	64	4	2	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-reference_offload0_conc4_run2.json	2026-07-24T15:02:36Z
completed	llama	meta-llama/Llama-3.1-8B-Instruct	0	reference	256	64	4	2	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-reference_offload0_conc4_run2.json	2026-07-24T15:02:52Z
started	llama	meta-llama/Llama-3.1-8B-Instruct	0	reference	256	64	4	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-reference_offload0_conc4_run3.json	2026-07-24T15:02:52Z
completed	llama	meta-llama/Llama-3.1-8B-Instruct	0	reference	256	64	4	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-reference_offload0_conc4_run3.json	2026-07-24T15:03:08Z
started	llama	meta-llama/Llama-3.1-8B-Instruct	0	reference	256	64	8	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-reference_offload0_conc8_run3.json	2026-07-24T15:03:08Z
completed	llama	meta-llama/Llama-3.1-8B-Instruct	0	reference	256	64	8	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-reference_offload0_conc8_run3.json	2026-07-24T15:03:21Z
started	llama	meta-llama/Llama-3.1-8B-Instruct	0	long	512	128	4	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-long_offload0_conc4_run3.json	2026-07-24T15:03:21Z
completed	llama	meta-llama/Llama-3.1-8B-Instruct	0	long	512	128	4	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-long_offload0_conc4_run3.json	2026-07-24T15:03:45Z
started	llama	meta-llama/Llama-3.1-8B-Instruct	0	long	512	128	8	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-long_offload0_conc8_run3.json	2026-07-24T15:03:45Z
completed	llama	meta-llama/Llama-3.1-8B-Instruct	0	long	512	128	8	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-long_offload0_conc8_run3.json	2026-07-24T15:04:04Z
started	llama	meta-llama/Llama-3.1-8B-Instruct	0	short	128	32	4	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc4_run3.json	2026-07-24T15:04:04Z
completed	llama	meta-llama/Llama-3.1-8B-Instruct	0	short	128	32	4	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc4_run3.json	2026-07-24T15:04:16Z
started	llama	meta-llama/Llama-3.1-8B-Instruct	0	short	128	32	8	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc8_run3.json	2026-07-24T15:04:16Z
completed	llama	meta-llama/Llama-3.1-8B-Instruct	0	short	128	32	8	3	./profile_robustness_runs/llama/offload0/bench_runs_plos_profile_robustness_v1_llama_offload0_20260724_165942/llama_profile-short_offload0_conc8_run3.json	2026-07-24T15:04:26Z
